,transform_text,Class
3119,r u say order slipper co pay return,0
3120,stop know well,0
3121,good even roger,0
3122,small problem auction punj ask tiwari,0
3123,free entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail,1
3124,tell tell one treat hi hi hi,0
3125,uncl atlanta wish guy great semest,0
3126,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli,1
3127,u come 2 pick,0
3128,that cool like photo sexi,0
3129,would u fuckin believ didnt know thur pre book cancel need b sack,0
3130,haha better late ever way could swing,0
3131,finish 6,0
3132,lookatm thank purchas video clip lookatm charg 35p think better send video mmsto 32323,1
3133,bar b q store life twat orang dungere came ask want deck got first punch,0
3134,messag food,0
3135,ok go sleep hope meet,0
3136,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,0
3137,let know detail fri u find co tom mention chines thank,0
3138,right think,0
3139,wat r u,0
3140,ur lectur,0
3141,sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop,1
3142,custom place call,0
3143,plan yet go join compani jan 5 know happen,0
3144,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,0
3145,haha heard text around,0
3146,get tomorrow send,0
3147,shit babe thasa bit mess shudvetold urgran know neway illspeak 2 u2moro wen im asleep,0
3148,oh that late well good night give u call tomorrow iam go go sleep night night,0
3149,cheer u tex mecaus u werebor yeah okden hunni r uin wk sat sound likeyour havin gr8fun j keep updat countinlot lovem xxxxx,0
3150,sorri meet call later,0
3151,yo howz u girl never rang india l,0
3152,yeah wors,0
3153,hard live 121 chat choos girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx,1
3154,tag friend seem count friend,0
3155,heard u4 call 4 rude chat privat line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,1
3156,ok,0
3157,long time rememb today,0
3158,havent shop lor juz arriv,0
3159,thank better work caus feel use otherwis,0
3160,challeng know,0
3161,much ur hdd case cost,0
3162,mysteri solv open email sent anoth batch sweeti,0
3163,ca describ lucki actual awak noon,0
3164,2nd time tri contact u prize claim call 09053750005 b4 sm 08718725756 140ppm,1
3165,today sorri ever angri ever misbehav hurt plz plz slap urself bcoz ur fault basic good,0
3166,cheer card time year alreadi,0
3167,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,1
3168,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl,0
3169,ugh hope asu ppl dont randomli reformat,0
3170,seen facebook huh lol,0
3171,mah b pick tomorrow,0
3172,still otsid le u come 2morrow maga,0
3173,u still plumber tape wrench could borrow,0
3174,dear voucher holder claim week offer pc pleas go http ts cs appli,1
3175,vl bcum difficult,0
3176,ur go 2 bahama callfreefon 08081560665 speak live oper claim either bahama cruis cash opt txt x 07786200117,1
3177,havent still waitin usual ü come back sch oredi,0
3178,meet da call,0
3179,k k watch film,0
3180,cinema plu drink appeal tomo fr thriller director like mac,0
3181,size eleph tablet u shove um ur ass,0
3182,mani peopl seem special first sight remain special till last sight maintain till life end take cr da,0
3183,parent kidz friend n colleagu scream surpris wait sofa nake,0
3184,dunno juz askin co got card got 20 4 salon call hair sens tot da one ü cut ur hair,0
3185,good morn pooki pie lol hope wake u,0
3186,mayb woke fuck 3 would problem,0
3187,happi birthday lot nri,0
3188,howz person stori,0
3189,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08712101358 10p per min,1
3190,x2 lt gt go get,0
3191,hi neva worri bout da truth coz truth lead 2 ur heart least uniqu person like u deserv sleep tight morn,0
3192,ur award citi break could win summer shop spree everi wk txt store,1
3193,ur paper today e morn aft,0
3194,lick everi drop readi use mouth well,0
3195,expect whenev text hope goe well tomo,0
3196,great p diddi neighbor come toothpast everi morn,0
3197,av new number wil u use one ta,0
3198,poke man everyday teach canada abi say hi,0
3199,7 lor chang 2 suntec wat time u come,0
3200,see onlin shop ask,0
3201,curiou cuz ask,0
3202,work,0
3203,okay lor wah like def wont let us go haha say term condit,0
3204,haha yup hope lose kg mon hip hop go orchard weigh,0
3205,good r u work,0
3206,oh ye littl weather kind coccoon home,0
3207,home also,0
3208,phone weirdest auto correct,0
3209,oop phone die even know yeah like better,0
3210,havent mu ask u 1st wat meet 4 lunch den u n meet alreadi lor u wan 2 go ask da ge 1st confirm w asap,0
3211,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife,0
3212,oh yeah hav great time postcard 1 look girl im gone u know 1im talkin bout xx,0
3213,got divorc lol,0
3214,ur pin,0
3215,babe got enough money pick bread milk give back get home,0
3216,want snow freez windi,0
3217,urgent tri contact today draw show prize guarante call 09066358361 land line claim y87 valid 12hr,1
3218,come mahal bu stop lt decim gt,0
3219,know week go tirunelvai da,0
3220,babi promis treat well bet take good care,0
3221,like hotel dusk game think solv puzzl area thing,0
3222,thank rington order refer number x29 mobil charg tone arriv pleas call custom servic 09065989180,1
3223,hi love goe day fuck morn woke drop cell way stair seem alright phew miss,0
3224,well must pain catch,0
3225,sorri da mistak,0
3226,need coz never go,0
3227,rose red red blood blood heart heart u send ti ur friend includ u like u get back r poor relat need 1 support r frnd 2 mani luv u some1 pray god marri tri,0
3228,knew time murder exactli,0
3229,six chanc win cash 100 pound txt csh11 send cost 6day tsandc appli repli hl 4 info,1
3230,ur current 500 pound maxim ur send collect 83600 cc 08718720201 po box,1
3231,feel like dick keep sleep text facebook messag sup town,0
3232,plm come da way,0
3233,guess want alon time could show watch,0
3234,height recycl read peopl spend time earn money money spent spend time good morn keep smile,0
3235,yup ü comin,0
3236,ye princess toledo,0
3237,aight text back mu swing need somebodi get door,0
3238,ron say fri leh n said ding tai feng cant make reserv said wait lor,0
3239,good swimsuit allow,0
3240,okay soon best,0
3241,cute thought friendship necessari share everi secret ur close frnd watev u share true,0
3242,ok sent u da latest version da project,0
3243,good morn dear great amp success day,0
3244,pl accept one day beg chang number,0
3245,squeeeeez christma hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucki none peopl hate u,0
3246,ok anybodi ask abt u tel,0
3247,funni fact nobodi teach volcano 2 erupt tsunami 2 aris hurrican 2 sway aroundn 1 teach hw 2 choos wife natur disast happen,0
3248,gon na ring weekend wot,0
3249,also track lighter find,0
3250,sorri ca help,0
3251,babe need advic,0
3252,leav around four ok,0
3253,come medic colleg 7pm forward da,0
3254,k k good go,0
3255,make lasagna vodka,0
3256,hi kate u give ring asap xxx,0
3257,peopl tour thought sofa thing sent curiou sugar,0
3258,told go got drunk,0
3259,fuck chicken messag would late woould buzz hear word,0
3260,congratul thank good friend u xma prize 2 claim easi call 08718726978 10p per minut,1
3261,alway look excus citi,0
3262,yup still coffe wif fren fren drove give lift,0
3263,shore takin bu,0
3264,u gon na get deu ex,0
3265,send email mind lt gt time per night,0
3266,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,1
3267,tap spile seven pub ga st broad st canal ok,0
3268,ok come n pick u engin,0
3269,never want tell short late,0
3270,raviyog peripher bhayandar east,0
3271,k actual guy meet sunoco howard right way,0
3272,1 new voicemail pleas call 08719181513,1
3273,moon come color dream star make music sm give warm peac sleep good night,0
3274,finish eat got u plate leftov time,0
3275,thanx lot,0
3276,hurri home u big butt hang last caller u food done starv ask cook,0
3277,lol right diet everyday cheat anyway meant fatti,0
3278,great day beauti one,0
3279,happen interview,0
3280,solv case man found murder lt decim gt lt gt afternoon 1 wife call polic 2 polic question everyon 3 wife sir sleep murder took place cook pick veget went 2 post offic went 2 play went 2 marriag polic arrest murder immedi repli reason u r brilliant,0
3281,badrith chennai sure pick us competit,0
3282,tot group mate lucki havent repli wat time ü need leav,0
3283,hey around got enough half ten owe,0
3284,hey tmr mayb meet yck,0
3285,alrit sam nic checkin ur,0
3286,make easi pay back lt gt yr say pay back earlier get,0
3287,worri sure get,0
3288,ga station like block away hous drive right sinc armenia end swann take howard,0
3289,someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p,1
3290,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,1
3291,tuition hm go 1120 1205 one mind,0
3292,smoke peopl use wyli smoke much justifi ruin shit,0
3293,dear good morn feel dear,0
3294,littl med say take everi 8 hour 5 pain back took anoth hope die,0
3295,beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn,0
3296,dunno lei ü decid lor abt leona oop tot ben go n msg,0
3297,hi move in2 pub would great 2 c u u cud come,0
3298,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app,1
3299,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18,1
3300,honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke,0
3301,ever easier,0
3302,rct thnq adrian u text rgd vatian,1
3303,stop call everyon say might cancer throat hurt talk ca answer everyon call get one call babysit monday,0
3304,tough,0
3305,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,0
3306,ee msg na poortiyagi odalebeku hanumanji 7 name ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true neglet,0
3307,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,0
3308,set place heart mind mind easili forget heart alway rememb wish happi valentin day,0
3309,surpris still guess right lor,0
3310,oki ü wan meet bishan co bishan drive today,0
3311,oh ho first time u use type word,0
3312,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u,0
3313,know serv mean,0
3314,huh hyde park mel ah opp got confus anyway tt e best choic den juz take,0
3315,oh gei happend tron mayb ill dl 3d,0
3316,free messag activ 500 free text messag repli messag word free term condit visit,1
3317,know girl alway safe selfish know got thank good night,0
3318,worri hope photo shoot went well spif fun workag,0
3319,freez crave ice fml,0
3320,kay sinc alreadi,0
3321,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,0
3322,yo im right yo work,0
3323,ok darlin supos ok worri film stuff mate babysit call,0
3324,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife,0
3325,wake sinc check stuff saw true avail space pl call embassi send mail,0
3326,nope juz work,0
3327,huh fast dat mean u havent finish paint,0
3328,number u live 11,0
3329,put parti 7 day week studi lightli think need draw custom checkbox know hardcor,0
3330,sac score big set batsman,0
3331,send yetti number pl,0
3332,much cost approx per month,0
3333,ok theori test ü go book think 21 may coz thought wan na go jiayin isnt free,0
3334,contact date servic someon know find call land line pobox45w2tg150p,1
3335,fine give call know want question,0
3336,sorri got late start way,0
3337,u go back urself lor,0
3338,ga station go,0
3339,k u bore come home,0
3340,babe love cover face kiss,0
3341,like made throw smoke friend car one time awesom,0
3342,still check da,0
3343,go walmart stay,0
3344,forgotten might coupl buck send tomorrow k love ya,0
3345,oh great disturb talk,0
3346,revers cheat mathemat,0
3347,u welcom caught u use broken english,0
3348,problem babi good time talk call left messag,0
3349,sorri call later,0
3350,oh brand,0
3351,sorri cant take call right happen r 2waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,0
3352,time come,0
3353,call say come today ok tell fool like ok,0
3354,email yifeng part oredi ü get fr,0
3355,r u sure understand wine good idea slurp,0
3356,minimum walk 3mile day,0
3357,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema,0
3358,brainless babi doll vehicl sariyag drive madok barolla,0
3359,run away frm u walk slowli amp kill u care enough stop,0
3360,sorri miss call let talk time 07090201529,1
3361,pleas attend phone,0
3362,hate call didnt accept even singl call mine even messag,0
3363,messag phone hold,0
3364,free,0
3365,yo trip got postpon still stock,0
3366,sorri call later,0
3367,wait call sir,0
3368,hey repli pa,0
3369,hey elain today meet still,0
3370,sorri gone place tomorrow realli sorri,0
3371,tiim let hug break tear,0
